img_name,fx,fy,fz,x,y,z,x_shear,y_shear
sphere_img_0.jpg,0.04,0.175,-1.851,0,0.0,0.7,0,0
sphere_img_1.jpg,0.055,0.576,-1.931,0,0.0,0.7,0,0.2
sphere_img_2.jpg,0.079,1.12,-2.048,0,0.0,0.7,0,0.5
sphere_img_3.jpg,0.09,1.585,-2.2,0,0.0,0.7,0,0.8
sphere_img_4.jpg,0.1,2.044,-2.387,0,0.0,0.7,0,1.1
sphere_img_5.jpg,0.405,0.26,-1.835,0,0.0,0.7,0.2,0
sphere_img_6.jpg,0.936,0.332,-1.886,0,0.0,0.7,0.5,0
sphere_img_7.jpg,1.313,0.385,-1.908,0,0.0,0.7,0.8,0
sphere_img_8.jpg,1.626,0.415,-1.954,0,0.0,0.7,1.1,0
sphere_img_9.jpg,0.065,0.264,-2.348,0,0.0,0.8,0,0
sphere_img_10.jpg,0.112,0.687,-2.438,0,0.0,0.8,0,0.2
sphere_img_11.jpg,0.152,1.284,-2.582,0,0.0,0.8,0,0.5
sphere_img_12.jpg,0.17,1.801,-2.747,0,0.0,0.8,0,0.8
sphere_img_13.jpg,0.183,2.338,-2.98,0,0.0,0.8,0,1.1
sphere_img_14.jpg,0.363,0.323,-2.328,0,0.0,0.8,0.2,0
sphere_img_15.jpg,0.963,0.416,-2.369,0,0.0,0.8,0.5,0
sphere_img_16.jpg,1.408,0.485,-2.419,0,0.0,0.8,0.8,0
sphere_img_17.jpg,1.814,0.536,-2.474,0,0.0,0.8,1.1,0
sphere_img_18.jpg,0.089,0.333,-2.922,0,0.0,0.9,0,0
sphere_img_19.jpg,0.143,0.78,-3.0,0,0.0,0.9,0,0.2
sphere_img_20.jpg,0.193,1.417,-3.173,0,0.0,0.9,0,0.5
sphere_img_21.jpg,0.217,1.987,-3.356,0,0.0,0.9,0,0.8
sphere_img_22.jpg,0.226,2.592,-3.598,0,0.0,0.9,0,1.1
sphere_img_23.jpg,0.409,0.403,-2.872,0,0.0,0.9,0.2,0
sphere_img_24.jpg,1.057,0.508,-2.934,0,0.0,0.9,0.5,0
sphere_img_25.jpg,1.56,0.591,-2.991,0,0.0,0.9,0.8,0
sphere_img_26.jpg,2.029,0.666,-3.056,0,0.0,0.9,1.1,0
sphere_img_27.jpg,0.122,0.41,-3.525,0,0.0,1.0,0,0
sphere_img_28.jpg,0.182,0.884,-3.61,0,0.0,1.0,0,0.2
sphere_img_29.jpg,0.238,1.561,-3.818,0,0.0,1.0,0,0.5
sphere_img_30.jpg,0.254,2.172,-4.016,0,0.0,1.0,0,0.8
sphere_img_31.jpg,0.264,2.83,-4.284,0,0.0,1.0,0,1.1
sphere_img_32.jpg,0.45,0.484,-3.479,0,0.0,1.0,0.2,0
sphere_img_33.jpg,1.144,0.598,-3.535,0,0.0,1.0,0.5,0
sphere_img_34.jpg,1.688,0.695,-3.599,0,0.0,1.0,0.8,0
sphere_img_35.jpg,2.221,0.794,-3.666,0,0.0,1.0,1.1,0
sphere_img_36.jpg,0.138,0.475,-4.05,0,0.0,1.1,0,0
sphere_img_37.jpg,0.192,0.972,-4.127,0,0.0,1.1,0,0.2
sphere_img_38.jpg,0.232,1.678,-4.337,0,0.0,1.1,0,0.5
sphere_img_39.jpg,0.246,2.31,-4.521,0,0.0,1.1,0,0.8
sphere_img_40.jpg,0.261,3.003,-4.821,0,0.0,1.1,0,1.1
sphere_img_41.jpg,0.531,0.56,-4.007,0,0.0,1.1,0.2,0
sphere_img_42.jpg,1.248,0.682,-4.041,0,0.0,1.1,0.5,0
sphere_img_43.jpg,1.825,0.782,-4.092,0,0.0,1.1,0.8,0
sphere_img_44.jpg,2.39,0.879,-4.193,0,0.0,1.1,1.1,0
sphere_img_45.jpg,0.16,0.572,-4.729,0,0.0,1.2,0,0
sphere_img_46.jpg,0.207,1.09,-4.827,0,0.0,1.2,0,0.2
sphere_img_47.jpg,0.246,1.834,-5.038,0,0.0,1.2,0,0.5
sphere_img_48.jpg,0.266,2.497,-5.273,0,0.0,1.2,0,0.8
sphere_img_49.jpg,0.286,3.248,-5.675,0,0.0,1.2,0,1.1
sphere_img_50.jpg,0.639,0.664,-4.657,0,0.0,1.2,0.2,0
sphere_img_51.jpg,1.396,0.793,-4.72,0,0.0,1.2,0.5,0
sphere_img_52.jpg,2.017,0.903,-4.796,0,0.0,1.2,0.8,0
sphere_img_53.jpg,2.625,1.02,-4.89,0,0.0,1.2,1.1,0
sphere_img_54.jpg,0.161,0.666,-5.501,0,0.0,1.3,0,0
sphere_img_55.jpg,0.167,1.201,-5.592,0,0.0,1.3,0,0.2
sphere_img_56.jpg,0.242,1.982,-5.825,0,0.0,1.3,0,0.5
sphere_img_57.jpg,0.315,2.674,-6.081,0,0.0,1.3,0,0.8
sphere_img_58.jpg,0.367,3.451,-6.414,0,0.0,1.3,0,1.1
sphere_img_59.jpg,0.646,0.763,-5.404,0,0.0,1.3,0.2,0
sphere_img_60.jpg,1.444,0.901,-5.477,0,0.0,1.3,0.5,0
sphere_img_61.jpg,2.102,1.022,-5.533,0,0.0,1.3,0.8,0
sphere_img_62.jpg,2.748,1.144,-5.649,0,0.0,1.3,1.1,0
sphere_img_63.jpg,0.163,0.778,-6.291,0,0.0,1.4,0,0
sphere_img_64.jpg,0.179,1.345,-6.368,0,0.0,1.4,0,0.2
sphere_img_65.jpg,0.27,2.149,-6.637,0,0.0,1.4,0,0.5
sphere_img_66.jpg,0.353,2.873,-6.925,0,0.0,1.4,0,0.8
