img_name,fx,fy,fz,x,y,z,x_shear,y_shear
square_inv2_img_0.jpg,-0.023,0.077,-0.444,0,0.0,0.7,0,0
square_inv2_img_1.jpg,-0.03,0.337,-0.582,0,0.0,0.7,0,0.2
square_inv2_img_2.jpg,-0.006,0.71,-0.818,0,0.0,0.7,0,0.5
square_inv2_img_3.jpg,0.02,1.134,-1.204,0,0.0,0.7,0,0.8
square_inv2_img_4.jpg,0.05,1.632,-1.786,0,0.0,0.7,0,1.1
square_inv2_img_5.jpg,0.218,0.127,-0.487,0,0.0,0.7,0.2,0
square_inv2_img_6.jpg,0.45,0.117,-0.4,0,0.0,0.7,0.5,0
square_inv2_img_7.jpg,0.411,0.061,-0.373,0,0.0,0.7,0.8,0
square_inv2_img_8.jpg,0.396,0.029,-0.348,0,0.0,0.7,1.1,0
square_inv2_img_9.jpg,-0.047,0.233,-1.075,0,0.0,0.8,0,0
square_inv2_img_10.jpg,-0.022,0.634,-1.316,0,0.0,0.8,0,0.2
square_inv2_img_11.jpg,0.037,1.168,-1.687,0,0.0,0.8,0,0.5
square_inv2_img_12.jpg,0.085,1.705,-2.261,0,0.0,0.8,0,0.8
square_inv2_img_13.jpg,0.099,2.302,-2.986,0,0.0,0.8,0,1.1
square_inv2_img_14.jpg,0.267,0.325,-1.126,0,0.0,0.8,0.2,0
square_inv2_img_15.jpg,0.678,0.356,-1.02,0,0.0,0.8,0.5,0
square_inv2_img_16.jpg,0.944,0.336,-0.923,0,0.0,0.8,0.8,0
square_inv2_img_17.jpg,0.895,0.203,-0.867,0,0.0,0.8,1.1,0
square_inv2_img_18.jpg,-0.062,0.425,-1.861,0,0.0,0.9,0,0
square_inv2_img_19.jpg,-0.042,0.88,-2.14,0,0.0,0.9,0,0.2
square_inv2_img_20.jpg,0.041,1.504,-2.551,0,0.0,0.9,0,0.5
square_inv2_img_21.jpg,0.106,2.077,-3.134,0,0.0,0.9,0,0.8
square_inv2_img_22.jpg,0.13,2.676,-3.915,0,0.0,0.9,0,1.1
square_inv2_img_23.jpg,0.277,0.52,-1.889,0,0.0,0.9,0.2,0
square_inv2_img_24.jpg,0.771,0.589,-1.772,0,0.0,0.9,0.5,0
square_inv2_img_25.jpg,1.148,0.605,-1.674,0,0.0,0.9,0.8,0
square_inv2_img_26.jpg,1.432,0.566,-1.621,0,0.0,0.9,1.1,0
square_inv2_img_27.jpg,-0.077,0.59,-2.734,0,0.0,1.0,0,0
square_inv2_img_28.jpg,-0.047,1.108,-2.993,0,0.0,1.0,0,0.2
square_inv2_img_29.jpg,0.024,1.773,-3.437,0,0.0,1.0,0,0.5
square_inv2_img_30.jpg,0.086,2.376,-3.96,0,0.0,1.0,0,0.8
square_inv2_img_31.jpg,0.142,2.952,-4.588,0,0.0,1.0,0,1.1
square_inv2_img_32.jpg,0.272,0.711,-2.738,0,0.0,1.0,0.2,0
square_inv2_img_33.jpg,0.837,0.772,-2.607,0,0.0,1.0,0.5,0
square_inv2_img_34.jpg,1.279,0.784,-2.544,0,0.0,1.0,0.8,0
square_inv2_img_35.jpg,1.66,0.756,-2.538,0,0.0,1.0,1.1,0
square_inv2_img_36.jpg,-0.1,0.723,-3.578,0,0.0,1.1,0,0
square_inv2_img_37.jpg,-0.055,1.28,-3.772,0,0.0,1.1,0,0.2
square_inv2_img_38.jpg,-0.0,1.972,-4.212,0,0.0,1.1,0,0.5
square_inv2_img_39.jpg,0.064,2.643,-4.81,0,0.0,1.1,0,0.8
square_inv2_img_40.jpg,0.102,3.309,-5.614,0,0.0,1.1,0,1.1
square_inv2_img_41.jpg,0.292,0.829,-3.514,0,0.0,1.1,0.2,0
square_inv2_img_42.jpg,0.925,0.886,-3.369,0,0.0,1.1,0.5,0
square_inv2_img_43.jpg,1.414,0.88,-3.36,0,0.0,1.1,0.8,0
square_inv2_img_44.jpg,1.84,0.856,-3.388,0,0.0,1.1,1.1,0
square_inv2_img_45.jpg,-0.098,0.855,-4.661,0,0.0,1.2,0,0
square_inv2_img_46.jpg,-0.055,1.473,-4.839,0,0.0,1.2,0,0.2
square_inv2_img_47.jpg,-0.004,2.204,-5.284,0,0.0,1.2,0,0.5
square_inv2_img_48.jpg,0.046,2.953,-5.852,0,0.0,1.2,0,0.8
square_inv2_img_49.jpg,0.082,3.663,-6.67,0,0.0,1.2,0,1.1
square_inv2_img_50.jpg,0.311,0.952,-4.566,0,0.0,1.2,0.2,0
square_inv2_img_51.jpg,1.018,0.985,-4.444,0,0.0,1.2,0.5,0
square_inv2_img_52.jpg,1.543,0.973,-4.431,0,0.0,1.2,0.8,0
square_inv2_img_53.jpg,1.994,0.951,-4.464,0,0.0,1.2,1.1,0
square_inv2_img_54.jpg,-0.112,0.972,-5.924,0,0.0,1.3,0,0
square_inv2_img_55.jpg,-0.072,1.646,-6.055,0,0.0,1.3,0,0.2
square_inv2_img_56.jpg,-0.035,2.453,-6.452,0,0.0,1.3,0,0.5
square_inv2_img_57.jpg,0.0,3.238,-7.036,0,0.0,1.3,0,0.8
square_inv2_img_58.jpg,0.019,4.011,-7.814,0,0.0,1.3,0,1.1
square_inv2_img_59.jpg,0.328,1.049,-5.783,0,0.0,1.3,0.2,0
square_inv2_img_60.jpg,1.09,1.062,-5.659,0,0.0,1.3,0.5,0
square_inv2_img_61.jpg,1.655,1.051,-5.634,0,0.0,1.3,0.8,0
square_inv2_img_62.jpg,2.132,1.045,-5.675,0,0.0,1.3,1.1,0
square_inv2_img_63.jpg,-0.132,1.068,-7.316,0,0.0,1.4,0,0
square_inv2_img_64.jpg,-0.096,1.783,-7.433,0,0.0,1.4,0,0.2
square_inv2_img_65.jpg,-0.058,2.671,-7.768,0,0.0,1.4,0,0.5
square_inv2_img_66.jpg,-0.043,3.508,-8.384,0,0.0,1.4,0,0.8
square_inv2_img_67.jpg,-0.031,4.361,-9.135,0,0.0,1.4,0,1.1
square_inv2_img_68.jpg,0.346,1.134,-7.135,0,0.0,1.4,0.2,0
square_inv2_img_69.jpg,1.148,1.143,-6.985,0,0.0,1.4,0.5,0
square_inv2_img_70.jpg,1.751,1.144,-6.932,0,0.0,1.4,0.8,0
square_inv2_img_71.jpg,2.258,1.142,-6.952,0,0.0,1.4,1.1,0
square_inv2_img_72.jpg,-0.162,1.203,-8.622,0,0.0,1.5,0,0
square_inv2_img_73.jpg,-0.123,1.94,-8.731,0,0.0,1.5,0,0.2
square_inv2_img_74.jpg,-0.09,2.871,-9.044,0,0.0,1.5,0,0.5
square_inv2_img_75.jpg,-0.067,3.762,-9.665,0,0.0,1.5,0,0.8
square_inv2_img_76.jpg,-0.083,4.702,-10.447,0,0.0,1.5,0,1.1
square_inv2_img_77.jpg,0.351,1.228,-8.424,0,0.0,1.5,0.2,0
square_inv2_img_78.jpg,1.187,1.239,-8.243,0,0.0,1.5,0.5,0
square_inv2_img_79.jpg,1.834,1.245,-8.143,0,0.0,1.5,0.8,0
square_inv2_img_80.jpg,2.365,1.252,-8.132,0,0.0,1.5,1.1,0
square_inv2_img_81.jpg,-0.191,1.305,-9.947,0,0.0,1.6,0,0
square_inv2_img_82.jpg,-0.148,2.076,-10.034,0,0.0,1.6,0,0.2
square_inv2_img_83.jpg,-0.118,3.051,-10.35,0,0.0,1.6,0,0.5
square_inv2_img_84.jpg,-0.102,4.003,-10.973,0,0.0,1.6,0,0.8
square_inv2_img_85.jpg,-0.125,4.977,-11.814,0,0.0,1.6,0,1.1
square_inv2_img_86.jpg,0.354,1.336,-9.721,0,0.0,1.6,0.2,0
square_inv2_img_87.jpg,1.225,1.354,-9.492,0,0.0,1.6,0.5,0
square_inv2_img_88.jpg,1.898,1.365,-9.385,0,0.0,1.6,0.8,0
square_inv2_img_89.jpg,2.468,1.376,-9.352,0,0.0,1.6,1.1,0
square_inv2_img_90.jpg,-0.219,1.444,-11.454,0,0.0,1.7,0,0
square_inv2_img_91.jpg,-0.176,2.239,-11.541,0,0.0,1.7,0,0.2
square_inv2_img_92.jpg,-0.151,3.251,-11.841,0,0.0,1.7,0,0.5
square_inv2_img_93.jpg,-0.143,4.252,-12.462,0,0.0,1.7,0,0.8
square_inv2_img_94.jpg,-0.153,5.273,-13.373,0,0.0,1.7,0,1.1
square_inv2_img_95.jpg,0.353,1.473,-11.174,0,0.0,1.7,0.2,0
square_inv2_img_96.jpg,1.253,1.482,-10.923,0,0.0,1.7,0.5,0
square_inv2_img_97.jpg,1.962,1.498,-10.769,0,0.0,1.7,0.8,0
square_inv2_img_98.jpg,2.561,1.508,-10.695,0,0.0,1.7,1.1,0
square_inv2_img_99.jpg,-0.267,1.598,-13.28,0,0.0,1.8,0,0
square_inv2_img_100.jpg,-0.226,2.419,-13.351,0,0.0,1.8,0,0.2
square_inv2_img_101.jpg,-0.201,3.469,-13.657,0,0.0,1.8,0,0.5
square_inv2_img_102.jpg,-0.193,4.517,-14.301,0,0.0,1.8,0,0.8
square_inv2_img_103.jpg,-0.206,5.611,-15.242,0,0.0,1.8,0,1.1
square_inv2_img_104.jpg,0.336,1.628,-12.944,0,0.0,1.8,0.2,0
square_inv2_img_105.jpg,1.263,1.638,-12.653,0,0.0,1.8,0.5,0
square_inv2_img_106.jpg,2.018,1.657,-12.444,0,0.0,1.8,0.8,0
square_inv2_img_107.jpg,2.659,1.666,-12.316,0,0.0,1.8,1.1,0
square_inv2_img_108.jpg,0.008,0.012,-0.13,0,4.0,0.7,0,0
square_inv2_img_109.jpg,0.008,0.158,-0.177,0,4.0,0.7,0,0.2
square_inv2_img_110.jpg,0.01,0.241,-0.219,0,4.0,0.7,0,0.5
square_inv2_img_111.jpg,0.007,0.322,-0.266,0,4.0,0.7,0,0.8
square_inv2_img_112.jpg,0.006,0.407,-0.335,0,4.0,0.7,0,1.1
square_inv2_img_113.jpg,0.201,0.028,-0.185,0,4.0,0.7,0.2,0
square_inv2_img_114.jpg,0.204,0.012,-0.176,0,4.0,0.7,0.5,0
square_inv2_img_115.jpg,0.197,0.007,-0.178,0,4.0,0.7,0.8,0
square_inv2_img_116.jpg,0.189,0.005,-0.17,0,4.0,0.7,1.1,0
square_inv2_img_117.jpg,-0.037,0.095,-0.799,0,4.0,0.8,0,0
square_inv2_img_118.jpg,-0.031,0.446,-0.971,0,4.0,0.8,0,0.2
square_inv2_img_119.jpg,-0.004,1.044,-1.285,0,4.0,0.8,0,0.5
square_inv2_img_120.jpg,0.034,1.611,-1.82,0,4.0,0.8,0,0.8
square_inv2_img_121.jpg,0.065,2.269,-2.635,0,4.0,0.8,0,1.1
square_inv2_img_122.jpg,0.307,0.182,-0.852,0,4.0,0.8,0.2,0
square_inv2_img_123.jpg,0.71,0.193,-0.703,0,4.0,0.8,0.5,0
square_inv2_img_124.jpg,0.741,0.127,-0.654,0,4.0,0.8,0.8,0
square_inv2_img_125.jpg,0.723,0.077,-0.618,0,4.0,0.8,1.1,0
square_inv2_img_126.jpg,-0.079,0.312,-1.878,0,4.0,0.9,0,0
square_inv2_img_127.jpg,-0.059,0.824,-2.209,0,4.0,0.9,0,0.2
square_inv2_img_128.jpg,0.021,1.654,-2.834,0,4.0,0.9,0,0.5
square_inv2_img_129.jpg,0.112,2.451,-3.671,0,4.0,0.9,0,0.8
square_inv2_img_130.jpg,0.167,3.216,-4.507,0,4.0,0.9,0,1.1
square_inv2_img_131.jpg,0.322,0.459,-1.943,0,4.0,0.9,0.2,0
square_inv2_img_132.jpg,0.909,0.522,-1.764,0,4.0,0.9,0.5,0
square_inv2_img_133.jpg,1.343,0.519,-1.73,0,4.0,0.9,0.8,0
square_inv2_img_134.jpg,1.694,0.479,-1.73,0,4.0,0.9,1.1,0
square_inv2_img_135.jpg,-0.094,0.561,-3.276,0,4.0,1.0,0,0
square_inv2_img_136.jpg,-0.039,1.186,-3.636,0,4.0,1.0,0,0.2
square_inv2_img_137.jpg,0.068,2.1,-4.109,0,4.0,1.0,0,0.5
square_inv2_img_138.jpg,0.166,2.951,-4.996,0,4.0,1.0,0,0.8
square_inv2_img_139.jpg,0.245,3.831,-6.184,0,4.0,1.0,0,1.1
square_inv2_img_140.jpg,0.341,0.734,-3.298,0,4.0,1.0,0.2,0
square_inv2_img_141.jpg,1.059,0.81,-3.215,0,4.0,1.0,0.5,0
square_inv2_img_142.jpg,1.622,0.821,-3.345,0,4.0,1.0,0.8,0
square_inv2_img_143.jpg,2.249,0.83,-3.493,0,4.0,1.0,1.1,0
square_inv2_img_144.jpg,-0.082,0.762,-4.718,0,4.0,1.1,0,0
square_inv2_img_145.jpg,-0.01,1.484,-5.048,0,4.0,1.1,0,0.2
